x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26
2.10166118317443 1.4521955855081 1.74887140268442 2.0613188521956 3.16824403160617 3.81709142631302 -0.681755887759397 3.06400843673128 1.4943167950096 4.05292537520366 5.88730641709595 1.9651528341737 1.79743750354024 3.46945210664168 -2.70819893521518 1.76644393875117 5.36868167940284 2.75946938324978 1.02673512534521 1.27776751717221 -1.17040285762999 4.40808250282392 -1.87936996974921 -0.163461800192236 -0.324701476308049 1.65306153513646
1.00326371707574 -4.83998467863031 -1.3460694838949 4.56840836301054 1.19958296570329 -1.24899107443796 3.18316045727619 5.77922568327572 0.591388907196568 2.85944063463075 -0.122186294019347 3.46782629888366 1.83315862994406 4.61971331803544 0.887986796378505 -0.0739352026642752 3.3767729601352 2.76541538471484 4.21854908924276 -0.0383342825010285 -0.909822680193872 -0.334585868161802 1.85174534179929 1.83511955277031 2.78408526378035 0.497783204751451
5.60277448216081 1.59211910637583 -1.72077131395943 -3.99777115521675 -3.81696556740582 0.585978533144199 1.04343147404424 2.55412071090244 -1.028674494329 -3.28785842839949 0.976565439612946 -3.41732821711823 -3.59555289158847 -5.20426899643505 -1.16546019913797 -4.09854948042712 -1.91541076864384 0.345964293903392 -6.14400607127188 2.22934816431874 0.882823089481607 -4.27014261792426 -0.390100738408139 -4.62985254794 -3.82111650139448 -2.07456854871532
-1.83576440370489 2.10141132555338 0.728705066510651 3.96389618407557 1.93725709674018 1.00699984263947 -0.0452083582293181 0.256822724999663 1.2582631992906 0.849600853199069 -0.300046123924794 2.00034708223888 -0.783097605012837 2.70747379697277 2.01602623625542 5.59748142174175 2.24850689303146 1.14309901014732 2.07732239190077 2.62588714508187 1.56374755817248 -2.11241182025272 1.39241070067061 -2.10709378603296 4.09910297923435 4.06649419152156
-1.57610939750224 1.52618612957104 -0.980367761259074 -4.73574901485603 -0.941250507038466 1.42895486846716 -1.49491470908965 -2.08832851485869 0.896678541596956 -4.0540073560407 -3.99429293460933 -3.84984786284311 -1.6477324460619 -2.84222584849861 -1.38400400332382 -0.472385555165262 -0.685385060825394 -1.00955687139231 -5.56594691231892 2.20775533942359 -3.38570460843654 0.165277128430281 -1.37446043952596 -1.28551301750912 -3.80795079953663 -1.62354855229133
4.18353419653833 -3.22811472652075 1.04571089133746 2.16537641473276 3.54585037039591 -0.731672578831705 1.44345311623161 0.217682981779703 0.796160094058739 -0.441501231356677 -3.90501976924002 1.03092941773673 2.76584457979944 3.42236261422383 -1.91989418149256 5.63753666251889 1.52876219112559 3.77001664985127 1.18573141136098 -1.35343593033695 -1.39699749099752 1.84930891182484 -2.15058213982087 2.75387807244606 3.49516964639028 2.07089683247141
-1.7395737220221 0.396899522400776 -0.823297749084999 4.91619265888709 2.48319258032155 -0.0233780965851872 4.48951671709963 0.888476453856914 0.401483826753731 2.24481353159674 3.06204951023964 2.93397214455129 6.39570452096952 1.25111767351352 7.32809584629123 3.24619263986163 -0.147468278836944 2.81409660204197 4.76052325266574 2.40783341598076 2.034006431357 0.507766330272491 -2.10900907787603 0.445101265940229 3.9286817928832 -1.11594588683359
0.773468608108102 -0.134952317331539 0.501039083352744 2.60343278241061 4.36800255259429 1.65603484587473 3.60431421998887 4.69616901763391 -1.9930156053502 3.56128837655786 -2.04334178303977 0.942734132828339 -3.08646348733393 3.05472949969188 2.17076497263162 3.50689860998052 3.15701330380361 1.38748751699102 1.68321949376437 -1.43469071376975 4.34221201742551 5.54817507335038 3.51194857791019 -0.834265466911638 -1.40685394693857 1.46416232299874
3.90998186974508 -0.63169192316075 -0.422503843909743 2.61788953264502 3.02099100700808 0.748788482483175 -0.627911470950662 2.43302980716432 -0.410279058943495 0.885872294836739 2.2628230581851 1.72444145139173 -1.94060681820316 1.8921536875701 0.0892619146781134 0.663405191766615 1.93806146030557 0.855277306312077 2.79249726778992 0.857635348031839 1.84125344659479 3.81404406103791 -1.854012600306 3.14498646532142 2.40594763204765 2.47302837702003
2.78496708691909 0.169706365430777 -2.66264575765795 -0.0894342976687281 1.89899764240236 -0.238980610578335 -2.74725047501922 1.73930276591231 0.109484840000701 3.84672730183661 -0.281414660477183 7.52101114662191 -2.430946338968 2.78696857135059 0.365765423043848 4.53857495042306 6.57179318577182 2.49566931105385 2.75872351623661 -0.420943130441064 1.98486126383318 2.614414049966 -0.139687107177205 -0.193231048307492 2.82729703504209 5.49137761827127
