x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23
-3.40576012485371 1.65884167117508 2.19646632083436 -0.416894640777751 2.59026051806386 2.4137177866763 1.22676287145961 0.496579925679046 2.49913402853504 3.25826680892154 2.66529106033978 5.12364420229358 1.44884748031044 2.05863484877448 -3.75683316245334 4.96451031494163 -4.98774869160144 2.68527017508718 -0.625194892540531 6.94567945775595 3.98123780941929 1.2296757878619 4.87109402787451
-0.750911924776987 6.95406021439523 2.39362851848628 2.28285040479019 0.975894741486958 5.4652320512265 -0.371482977027852 1.49510106678813 -0.171177233990207 1.66826604984658 1.12707165941815 3.66414021122689 7.18723324482003 2.46632789270043 1.80758620164666 -1.13314138883293 2.38289146097017 0.821028336646064 -2.78085392087516 1.48841368910312 1.91149139219432 -0.964434720051459 1.12725912715221
1.34120268964243 3.09653132882917 4.92165430945304 -3.1180395281327 3.32271672216964 6.54990687628657 3.60382289970248 1.37469743185249 2.25745874777216 0.0923994907767938 2.49243983108893 2.8651732565979 -0.297647395794792 -1.33415306307491 8.9448645294126 0.978960148274465 -0.797933027507675 0.942083812793821 -3.42598342044433 8.15079825302375 1.69866507806504 -0.841753481603282 0.121489195548577
1.41960069832645 2.96459713974068 1.2813100409189 1.51261355938245 -0.194744032267573 1.3525572999775 0.968200844223249 6.60722699336442 -0.221111508389282 2.32235163291389 1.89799798143355 2.00320581617631 4.23559298546328 4.80734975344596 5.39820498435719 1.5541175394544 -1.8767233174127 -0.484573330024505 -2.17945783929087 2.55042801766323 0.380632585145753 2.9958814833126 3.06552297224375
0.402516657499084 -5.12696051215313 3.88523792224444 -3.16868306769117 -3.7006233185672 -3.55586235979954 0.700398429901687 2.50203696548614 -0.945355122691731 2.19603454038397 -1.31965699247716 -4.6424747390952 -2.48899400984335 1.89058080580784 2.58516956539717 -2.20766099259914 -2.33263516291708 -3.48825037801733 0.209149702258694 -3.00548546374674 -2.59886914946861 -5.62650083500052 -2.82003123849314
-1.96079329450128 2.89988292890001 5.24561009795981 -0.0923787007511389 1.03893897465415 0.036412146404162 3.55478872791302 3.68523386552908 2.45151799306923 -4.2983742758194 3.07624968764019 -0.0980450876319134 3.81872710089617 -1.13413454817118 3.66568956309731 2.63925657853944 2.02492224582015 3.68569879906858 -0.400155792822257 -7.66439408183743 1.50252933971115 1.3971521043125 2.31409870446923
-2.27223503364988 -4.2920350523254 -2.11591006306858 -0.922906989368741 -2.88684661356013 -3.47800950447785 1.47164268565978 -2.11290429401208 -1.35137920229242 -2.65347367457203 0.817065107204199 0.162557723946013 -4.98177594541783 -2.22560247286541 3.16103219247556 -1.09282833134035 -3.02227909446596 -2.89364548480477 -0.631730041470593 -3.53745477370506 -5.07160391995277 -4.99755193788125 -1.23191661148177
2.51668849718926 5.39088184916415 0.160748913619946 3.70899385979747 0.252862116506341 -0.467009150711079 -3.30741458338678 4.23911436903088 -1.34117598721274 -0.148951145376789 1.5083996743294 -5.16832792148135 -0.737821216417541 -0.647618070267911 9.07305614622971 2.83357823858179 6.91560915328831 0.997046926989351 -4.5662843042556 3.09240865862425 1.306636672601 3.68328251476718 5.39274142574543
-3.0426019165854 -3.66280728495395 -2.70138465434341 -8.21614421122117 -3.38839552013914 -0.286915197668077 -1.21317293491417 -3.49378911329084 0.232197514197764 0.692558188589764 -3.95839278918643 -3.13017284638104 -2.67115320057985 2.19653339335945 6.4205122597665 -2.94478846830436 -0.224139486995377 -3.11099413082427 0.874261747437757 -1.87711853507203 -0.0840652979967103 -2.92372622811239 -6.35963242675073
3.14151218124315 1.74344958220049 6.55128726465273 0.302275819543991 3.44414659707792 1.42715096545187 2.2476849349549 2.49607025828046 0.700907628452969 1.68369656674417 2.01193186332667 8.17857917371196 1.48186320020553 -0.198635399088227 0.891597755820365 -1.00969959720911 2.13554683686583 0.825192711212931 3.24300808255884 -3.2633397192382 4.42400376764286 0.551725132472764 0.346706788947515
