x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27
-2.82243371143036 -0.251445024362384 -1.93742125556671 -3.43150280566849 1.13616484458063 1.03945179814484 -1.03872670199222 1.91322507517864 1.02370924127969 -1.45369046875639 -2.01452310925934 13.1532863834108 -2.88195995894973 -0.942117761129589 -2.7382014577203 0.788188627075444 -2.22043919326542 -3.66837159527123 0.230965514096791 -0.293468521292504 3.11178380374248 -3.26461015498974 3.8792270380774 -7.44104667539726 -0.0130359769325894 -2.40143778823705 7.8008455346801
-0.844358562806243 -1.39179108697437 0.545224235546606 5.20183762699806 -0.245600596245647 -1.06265391897851 0.120717582678985 1.98775371666335 0.417692112813156 2.40407077804865 0.906499483712764 -2.42331720855133 -1.10773598517558 0.682722960750918 0.594521905167054 6.44689864028415 -0.246356761421302 3.80826516759005 -1.07403379559888 4.76009724987211 1.14884394433459 -2.65265105677272 1.52498986559604 -0.349385304696705 1.43452702314366 2.54495323951448 -4.06991022213902
-1.1738009680557 0.670600925049859 -3.96782570778596 -4.30883037836013 -4.94481072114482 -1.40641169940149 -3.2247372838615 1.37264148262808 2.21651935599504 -0.867519345406608 -0.758829949951174 -4.47673933308552 0.749768386967196 0.883683827363386 -2.51409484806858 -0.0762855359557668 4.9424162271635 -2.49836776273653 -2.68207527144072 -7.4506743621897 -0.676568071405355 -2.67827170865064 0.24432077792728 -3.22236191989818 -3.28201769541324 -2.39499347207198 6.42372772266623
1.51461700159204 1.35528827970809 2.85733154286454 2.5917124039706 2.75730777858135 0.115715888582239 4.66188740257261 -1.08133586739759 -7.35048951142134 -1.40038615901268 2.0010533117564 11.4894836006098 2.23689176170051 2.00546119239003 4.44595411539993 1.77869086584595 -2.7329542729347 2.27413650650014 -1.41364344550208 -0.359206068618727 3.695488050494 3.90135509433131 0.0720809456185353 1.53258514120329 5.31939473040102 4.45471788435266 5.43733136660402
3.25289741974102 1.57442403944794 2.98128564845069 3.14012892535953 -1.66410021323891 1.4931541136984 -0.904950551997115 -2.29536666370606 -1.85758476653069 0.80935440506825 2.18775343879605 -16.1111739783602 2.24349511291663 6.04508191125667 -1.58835358863418 4.26178367573048 12.0585138798813 2.37925534677705 4.60170981062662 -0.843204097131094 -0.172926744009696 3.9215607196079 -3.32081003712729 5.71602993930132 3.58721019227008 3.87675336829676 -0.691767696923036
-1.86056923377411 -3.71995559066611 -1.28624140519304 -2.88256589685511 -2.84831031886947 -0.439252548546728 -5.90457285674167 -0.560557669943297 2.94209987883658 -1.44537010799925 -1.0344432274624 3.93054335500455 -2.01947944193196 0.761258679391966 -1.14194456564913 -0.727154613872789 9.97945117588119 -1.71555916000936 -2.81248527883184 -1.1601313485291 0.123877361487729 -1.59016418891804 -1.688862508275 -4.88531214793047 -3.78036382054261 -5.34300997685916 11.9875134737856
-0.610057854933022 -2.187196536832 -2.23845444307913 -4.58201141931924 0.519465990029157 -1.42899789461811 -5.82602850734556 -1.86816566781764 0.388825777111411 0.836945207010424 -3.32291450727917 -0.9558430444852 -3.0855302686299 -1.74045905180929 -0.793684044650958 -0.805794227504837 0.584957224774357 -2.33478369688787 0.28406188642779 -0.999956684845874 -1.66127296792034 -1.50326387840821 0.89344489096788 0.896706515355286 0.153073169070064 -0.69658967845764 7.4652265125935
-2.59548069615429 -1.92109444950669 -3.84544353061654 -0.184568896700682 -2.72469967798949 -4.42893342921824 -4.02910157798242 0.00937273416929116 1.09910096598408 -0.828766196347547 -3.31386247887662 -0.74776358597364 -4.29953768851063 -0.467988788208364 -2.27447436195412 -1.24751643755161 -0.434516800916651 -3.12301553670229 3.89551382440616 -0.982551228488481 1.24598565928922 -3.08447312788592 -4.29856280881097 0.162023224910737 -1.45616536024936 -2.27545991903663 4.78117035056318
-4.08529544577281 -2.71049457779145 -3.24647766222988 -2.07918588947004 0.309966534898158 1.73779415164018 -7.45873523820937 -0.263968628674843 0.790738860131552 -0.742637386324334 -0.200217659445273 2.78517195421271 0.723468259047443 0.191436636320848 -3.9445838920962 -3.95663234800646 -3.23871582404381 -6.89386060128222 0.59749821921935 -0.675024090374399 -0.223264475735166 -3.26422118574434 -5.76115306489594 1.69237740962694 1.06455493671497 -1.06119932714203 1.4738671227299
-4.67952052547294 -1.44353601930094 -2.24516097171795 -3.19194072581692 -2.04943456742337 -4.06899484427882 -4.86894772515544 -1.34506287445804 1.13106447663244 -0.496136342102766 -0.120967011229649 13.2112204754074 -7.55063325176777 -2.82753931093084 -2.04138733935551 -4.60662430498789 -8.31346375518801 -1.61890534126353 -5.75011328092307 -2.48966804164333 -0.598746259022346 0.230860439603406 0.646595858429157 -6.11285007382258 0.291278446062496 -1.9416074361758 2.17986133568987
2.3787118216046 -0.64424827390218 -0.409518665741159 4.59925366912093 2.55893021942424 5.22733703666122 2.92104176618383 -0.942216219515881 1.30284356238015 -0.523226197510649 2.29819308506025 -2.62064672958372 3.2842292733265 -1.73024008870185 2.69653154796013 5.02825239093296 6.41840159996164 2.67147910239405 -1.904700052247 -1.69916111479026 -0.532554902532055 1.72737688644714 -2.82302985895258 3.32416141587549 0.677720864574417 1.74357578659273 1.98160406037048
-3.51510557546328 -5.03895011670608 -1.28732457481934 -2.89770497389491 -4.28149877026085 -3.64536250241815 -5.30721298286141 -1.61916399631647 0.56529123722343 -0.274073396880401 1.18123304918078 -9.89844450239939 -5.92186318774314 3.90919837259434 -1.08606538146447 0.0845587529459539 0.505554154098376 0.18774236515557 -0.00502682776867486 -0.10277327625231 -0.345337166746478 -2.41806385708795 3.47643469924004 -3.91177423055942 -0.0184774811210862 -2.05092968393439 -3.95170793944145
-4.61442175026469 -0.283081751151843 -0.934702841259403 -2.75263178609277 -2.30592256880074 -3.00024558679286 -0.881527927703398 0.600848316711202 1.66768741478011 -2.08648266683769 -1.23925698368495 -4.45510381347754 -2.20857896460134 0.102605910716897 -1.06240112270832 -3.25927156481404 4.10958631326229 -9.2173605639687 1.5057032690307 -2.04485634873461 1.52756510298854 -1.95087050400663 3.48817364790897 0.555137819756087 0.967024934527673 0.537144285066143 0.889577636465163
2.86099639572308 3.28701237756365 -2.10306008844287 3.56495986514843 2.35906466907266 3.14120163830224 2.21191796339219 1.87312521072502 -0.767714669954 1.47252077139272 0.126870628936291 8.83277114352053 -0.927189799424042 -0.468190238518485 -1.00572246274299 5.35199339629911 2.32573038524665 1.45495273304129 -2.78790219686417 1.47914904542324 4.80099886440848 4.60943022910153 0.0632370727274542 1.65404518771683 1.76472289960923 -0.694867488963168 9.52728149762958
3.5742673444357 -1.10041087373484 0.961975269395777 3.74907828312375 2.49853477184803 0.212566369490995 1.30581696955528 -0.714588583626566 -2.18695593643108 0.286816799301314 0.959632902845171 5.35969202747463 4.01625670352898 -1.83661733844772 2.17038436242343 3.64932238079369 2.52997830281375 4.57430271054901 2.44512539636085 0.523764611175851 0.718265331454182 1.33903808217077 -0.490517106330139 0.268889187785376 2.25329630032752 -2.08817182082896 5.68136901412642
