x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25
3.86443166669168 2.53454586612637 5.33746860279644 3.64949674482256 -0.264313064115821 -0.398775997145182 -0.369331631406651 -1.87519012937968 3.43735518453666 1.7605260513332 -0.985397586294117 1.18217302171052 4.99937420184857 0.46443027184183 5.82125180681049 1.17843199238303 -5.02343597163111 0.356078891691101 7.30492802206329 -1.93710242021984 -2.14274698607415 -2.49098833807301 0.232174228742759 -0.896531408336863 2.4171234382298
-3.9081688051765 -8.04240472620503 -0.552786465464771 -4.10836936830195 -2.05170399262174 -1.36774482318166 -4.88710795631514 -4.85219535318747 -2.76619842336563 -1.32850599054731 -2.81873854370078 1.52693496314637 -6.45877654333119 -2.58064860651546 -6.02771572529939 3.23127164114776 -4.40882839005727 -4.70045310784442 -2.77098318358152 -1.55501559238505 5.50185247057637 1.63863023292216 -0.121523740602254 2.73175067876312 0.146130744673019
-3.14693181093747 -2.65299353589642 -0.505505210760434 -2.30094961854801 4.65570908973933 3.77981095483991 -0.53885384796336 -3.85875676142341 -3.71669857615704 -5.13158320835903 -0.891297228433737 -2.0448068374554 -4.11907894644244 -2.63391310281552 1.76385497696326 -1.07243974371861 -5.76814763128942 -6.1827413904556 -6.02816549650002 2.08418440864937 1.16398852961485 -2.70386326804293 -0.611139401766364 0.796493989984577 -4.9218764928349
2.48897457342408 -1.80099783112986 0.548219024460033 1.24455735378217 0.634157617447604 3.46634533703909 -1.74282942063944 -0.657206314504267 0.519459644522338 -1.14664849561361 -0.273783695141192 1.74943923301284 0.23325568424166 -0.292876298446126 -0.411663936758463 1.18256180321499 3.24286841038568 4.35573986883427 1.29380917108811 -0.866179181520813 -5.76002931630644 0.420156838432362 1.79594078876496 -0.974642346650329 3.30827381416202
-2.74568770591379 -1.70308700867917 -6.04434832175089 -1.66351317455818 2.50947871254821 -1.72550817893019 -1.97700308948431 -2.10186518573921 -3.55714542327526 -1.84326132465854 -3.54488734856939 -3.50982707035337 -3.63719309691525 5.52818664166353 4.85787358815923 -5.69651773864077 5.32946944144638 -3.31603745083646 -0.966680692873656 -1.86788884506862 -1.25149808657104 -2.82641124650876 -2.74110200906815 -0.666335291960912 -2.97494567517194
-1.29007027681841 1.82131649798294 -3.44033690399727 -2.84005529936859 3.84564887296903 -7.11136215828794 -1.23439491496522 -2.63381757266265 -3.96009515507253 -3.32024853436755 -3.94972396998689 -3.04241860777985 -3.83377119201659 -3.58603598611986 0.0804086592772034 0.413505311588714 -3.72637302800732 -2.59373624085342 -6.41648951478303 -0.775937643348889 -1.89754888981802 -2.91066420522137 -2.53512356103315 -3.0103106253123 -4.03548399430402
4.13083289608423 0.746958487438341 0.264348134141297 2.83964476951497 0.710379429200172 0.934808449694334 1.24051154548148 -1.25600415085357 -0.754066010609928 1.93032922339277 4.88404627853868 -3.50257287734836 3.90942853647788 1.72788099148431 2.30621384859345 2.6113957012979 -3.57619855267334 0.231717152963179 4.125133306967 -1.79423346012841 -3.85728095486541 -4.97845259419662 2.20373795444462 3.06203935810932 0.19632183960655
-2.17706943399068 0.289656869521381 3.68389526013033 -2.37147109796453 0.205393642975321 2.3850946563454 -2.31184593742573 3.35906410226301 -0.776365462404447 -6.86151133573948 -2.42055009606221 -1.03299656416302 -2.99146246590858 2.2731004195962 2.88398174455905 1.66155149153884 2.56684747753129 -0.629212715792461 -1.58227573572656 -1.41012280438786 -4.32656124165139 -0.266233026712965 -1.90220597290611 -1.49662891623821 -1.83451606557547
-3.38146187326595 -2.76239299284191 -0.963956395585032 -1.5783933542653 1.99827285691431 0.77031535316636 -0.718977987434353 -4.57382359732836 -1.52506016756902 -4.25015604426615 -2.96551318706285 -1.01552435630193 -3.35510913838598 2.30448331644688 2.03049522786387 -1.5710150298611 2.49440611563211 -4.68815596565342 -3.3548936420243 0.607320775925815 0.0244260254678084 -2.38232944772097 -2.38961978094569 -1.74621696271151 0.822249444288447
-0.412797249416946 1.00199321151541 5.32823341187772 3.14022620018762 0.83242060205222 -1.79320688142053 0.272978188648164 -0.737915039137904 -2.42687604689508 -3.70229559087358 2.65359735154423 1.86626619611133 2.15213440385482 1.28338803032322 2.94616147811511 1.05259433142772 -1.38700581912739 2.872418703295 3.94561838177867 2.19424723454325 -2.27755816175973 2.15166003696815 1.78311394739204 -1.80216610674772 -1.46808061202198
