x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22
-2.29032180109754 0.386601625656489 -1.10234846195304 -0.687060555087248 -2.62439178496343 -3.81518827845092 -2.52789530348536 2.78865107157875 -3.42906170277047 0.062767489425684 -0.631324480231462 -2.05285640330029 -0.0221049389811296 -3.53883610931527 -2.13500817247212 1.10079068133472 -4.73777586781721 -2.33020401062841 -4.83716300973428 2.31044706383854 -0.94884997768242 -1.78940096258136
0.754918607672941 1.5750117597379 0.357278057965289 1.64168199120004 -0.296694444157419 1.61702720612965 1.34639708439594 3.47685066513714 0.665606216220978 0.952549930706491 3.37207950818634 6.32613671061721 1.08014402499006 2.21587671857532 -2.49174577017758 3.11952503948042 2.30280670081445 -0.133843121810444 -3.77490109698163 1.66913783894117 -1.41473614970761 6.07010038657251
1.44771386985064 -0.692153095371715 0.321369022963576 4.55281723729476 0.236154282757857 -2.57937754910386 -0.13399325931509 1.23036795096176 0.425845658627693 0.457169809204843 0.943867105726285 6.54562040485856 0.276928126561152 8.2974413128804 4.78030928801993 0.864139204147712 2.63544941767869 -2.28847503782731 -4.43896183773135 -1.62684460560749 -1.64786125065038 5.8503209954179
0.299647791879255 5.57087276045084 1.34377297188267 -1.07307263655021 4.14118732207366 4.36805430670106 1.88518003752541 2.56182799881185 1.32799937111733 -0.215661670262267 6.46224113523843 -0.333080954529069 0.38352460419452 4.79568604975189 0.431519351349642 -1.8693462046323 2.37309018600191 6.96684017769291 7.41894302526904 -2.00650714159755 0.450048129874445 2.59314574453811
3.62323396307292 -2.81122678101471 -2.46056090119751 -0.387854509290637 -4.15418754825396 -5.58635922174029 -0.375597919544192 -0.925382175620627 -3.43766612476578 -0.442442669254256 -0.949023012410768 -3.58043891183219 -1.86777703176419 -3.34562014260921 -6.56123483327504 -2.33615154457344 -2.13940632829984 -1.1123044265874 -0.949971182863142 1.2902731554311 1.17170415905024 -0.851197566788384
0.352444581434633 2.41924602353612 0.40408114650297 4.05301026958775 5.05147236001139 4.15751708713693 2.73667150510973 -0.0445905665235899 -0.229294536715778 3.86365854359501 4.30086059932379 4.54718144096919 1.21517394183912 4.46535164431531 3.36341729991376 2.74980020257083 4.30683008478748 -0.898234206494611 2.49031942003839 1.58144213461102 -3.6912392403706 5.59914736101608
-0.732362439298318 2.18110664218436 4.21919759279502 2.08900014774432 0.729771721973763 -3.38530970336065 3.78581774022634 -0.249221195835892 1.77002977184699 3.88549782453754 1.5920741172527 8.76486235477778 1.43779811041203 4.38974122355543 5.53086676444082 2.43618797346091 5.39414040577654 -0.335450421311412 2.16289994777545 -0.946675032694462 -0.552324052405051 2.01578833542236
-0.144754424804985 -2.79359122732465 -3.8131036706951 -4.01816000026609 -4.15505350915293 0.959870354839047 -2.7401793034038 4.32266018218708 -2.94590511496955 0.280154584477126 -7.22315887428485 -2.29798441597003 -2.4256765679002 0.181147821403528 -9.49981766118795 -0.24765669258952 -9.93340122036356 -0.312499512256493 2.64847521498152 -2.79066863701056 -1.22199736152973 2.40583642431252
1.30177435753396 1.90306130510725 3.99369703072013 4.46504147797918 1.6603391290587 6.18392531642177 2.21716804741952 1.15103829348614 3.91850995896281 2.66205684649346 2.58376541714253 3.28877832527815 0.174878758961383 -1.24783456763767 4.06317937232001 -0.242644218781583 4.7876555580629 -1.84671154622735 1.24200900737169 2.97688112893374 1.11480076686856 7.14277369671998
0.958894364421226 3.32957081343201 -2.32145560366299 -1.63343159807484 -2.63955162400514 -4.05268508527482 -1.62897651602735 -1.3767905200044 -1.11986144344273 -1.2678277631884 0.109468364248474 -2.31685220874341 -0.770825699586979 -3.16989389233391 -2.08267604926816 2.87036812868032 -2.45011203764152 0.0723724860279107 -0.212851521348618 -2.13980207479825 -1.95755498499087 -0.157321326222936
