x1 x2 x3 x4 x5 x6 x7 x8 x9 x10
1.28099238349091 1.44086051034126 3.62545378875301 3.48935689784311 -1.78149509825915 7.19355177095225 3.90313774056002 0.535379670485082 -3.90739516464119 -13.4991536785219
-0.844457839990625 -1.25287121182652 7.90537046701087 7.0845800566357 3.7514948487036 8.93412351313816 1.17714882111712 2.64505245354661 -4.38179132565346 -16.0772834483743
-2.52515313697061 -17.402234337246 5.5286256543821 5.59250373911296 4.49321837777938 5.71825825319124 -1.57133182813454 1.0341543805317 -2.29972244062224 -3.43264261561753
-1.16856555072451 -2.52162383576194 -7.45449403766657 -2.2292547859703 -6.56107785207116 1.17238225511916 1.70935529603248 -3.76661332206186 0.386606440781642 -2.8729065094982
1.36119018798997 0.163910770094672 0.572663378465829 2.72172218572463 1.4897757790773 8.36854804851337 -0.221617153178249 4.88111882189898 5.66415212641436 -12.8749761722514
-0.53348438568305 -4.01100223984453 -12.5441913947327 3.72987039343533 3.03852599979096 9.99182708175208 1.06612950797166 6.0808462730498 -1.84630352730362 3.27228238571451
-0.0162458230997833 -0.459770569678748 -12.9630400375369 3.32964952940363 1.0866624083534 7.20064625192957 -3.83706212658317 4.46653363932041 -5.20970284125327 -0.759573255177942
1.76306606034434 2.72337609453232 -17.169977808723 1.97935341742561 4.85199106484362 11.6582289340588 -1.21435603167791 -3.76760175805079 3.92250991983614 -2.13221085970858
-0.96651995549497 -6.41281912860811 -4.94910366118691 -0.70122237483078 -10.8155167282141 0.472624078266888 2.68871723355163 -2.60551600158647 0.436673021365163 -2.67684813725361
1.1304189118901 -0.605422118828539 1.68295365212296 -1.40351315077285 -2.79382532692284 7.91286279919203 6.55164612542173 1.15899381316863 3.12337493591765 -16.1079928834099
-4.94819273108177 -20.9115962576585 3.28037939323431 4.05429557636721 7.93677738534127 4.9663955015897 -0.467827963222392 3.26305532048603 4.74216233942759 -0.245310819965786
-2.43436875044295 -2.95705250537089 -6.82022905825374 -5.95369900072834 -1.47292666819884 -2.21061848340812 -2.5212959548675 -1.99528264247199 -0.0531649557496122 -6.35710907391829
3.52485261245411 3.87429615763782 1.21113895452089 2.74857941424984 3.77627932911139 10.1669086224694 3.2989753590699 6.27857437111017 -0.881910979881754 -14.1728096742097
-1.53846451272492 1.47129342077809 -17.9119848482646 3.98742081198875 8.31452453838191 11.9272303502935 -1.16614399275556 3.19927532734056 -5.59099183227428 -2.04928822888855
3.09108029615254 -2.72488236268209 -12.0248386285564 2.20528125856855 3.37893374398803 12.2695086466608 1.47165530421927 -0.0520062940110182 2.22899536560301 -2.12879857090925
3.74422189557613 -16.5263819244593 3.39439934892502 2.71009063518365 3.95948595490629 6.92978916092378 0.529478659543479 0.0974554026155969 2.76010364136571 -1.0329650172238
-0.362250229715693 3.76897535983392 3.14134044206049 2.39466124560043 1.25726054339282 9.40344673987421 3.89862373866353 1.63006457844055 0.88606337374293 -13.0040299349284
-2.85801574702209 4.49210563409053 0.320747462448866 0.776300979714194 6.14607395136303 10.8039089874455 -2.95417466916642 1.06099093752026 1.22609244184621 -18.5149221150206
1.18146337296648 -2.30804990012621 -13.0662279900919 2.39486585892847 4.60495743759851 11.4469387808731 -0.558422275978069 1.13849262300774 1.4743561163515 -2.71052737069732
-2.76637788654592 2.23462317729944 -2.38837692976322 3.39280234808162 1.89880104141631 5.50562097504767 -0.937535029929369 6.57408982609932 -1.02396477030339 -12.2831743994121
2.36151118877212 -0.22864490205629 -13.9890385119545 1.91690086372223 4.2826568911809 7.96396821016815 7.42279365315479 6.04623336090335 0.702472469048945 -3.84931541947514
-0.284275786382913 3.49838250095675 1.01885047450825 4.01408007897266 0.606522003349583 6.45372124073219 0.832007998748296 2.59774735693843 -0.777583111593544 5.13136160631687
3.63004404677026 3.8700151790905 1.2587976742484 -0.422929977459935 6.62442994705698 9.74154152754955 -3.86554322213245 2.6773065907924 1.1937495737359 -15.8214875732563
0.845661288535285 6.02116151160385 4.24173267435241 4.24251979166055 4.91670032857824 2.16088118555141 3.41219452874026 7.31097177742432 0.415389984051299 4.49521496012611
3.7414675363593 -17.2958452007503 4.1299850312545 1.96180408153032 -0.153316650675592 4.20381311203488 -1.48000775205523 2.59220946455197 0.23403946921379 -2.99977542789259
-1.94351188636251 6.79534591198484 7.95321628729979 3.39510113824028 5.01776610619849 5.51992999458675 0.816630744940943 1.89408246653119 1.92513554701821 0.985228634197186
