x1 x2 x3 x4 x5 x6 x7 x8 x9 x10
3.07444446844503 -0.116265863778289 0.826671778233162 -2.14018648376204 0.3519317192375 -0.169246358534534 1.23556504046605 0.953293309387869 1.61814051276398 -3.99401567947
-1.57822911131355 -2.81016418214387 -7.20721587446391 -1.81910875530016 -0.649504145989131 -2.62259333184999 -1.73446756120845 -3.01480235944826 -0.530379643794782 -1.25721137533706
1.9714873398882 3.33179079246155 1.62419760263011 -1.03698457647699 -1.64919633950741 6.65309461504249 0.106457966075888 -1.30759413961376 -4.21706611698454 -0.97491651839756
3.92194226794919 2.56785754821661 0.1348453571675 -1.33710965661383 1.17513543710203 7.61380942059457 2.33235126608239 1.08955288154424 0.932033175858693 3.42638957556067
3.54070999371665 0.965942467594227 3.1762322814099 -0.229552449068393 0.31737929895367 -1.61335072473998 1.64403886302594 2.79017904596174 2.88478176565986 2.35179678454991
-1.0846577276464 -1.04244902763664 -2.41054682721154 2.44970349298242 -2.73789990919561 1.4087389614971 2.0017832416844 -1.74773951173715 -0.310317152560984 -0.707558923117516
-2.22018365217568 -3.69030881767061 -3.23972460876129 -0.475536976378399 0.251506256903941 -1.58745714100868 -4.445224771746 -4.47986540984844 0.18908374184655 -2.5922065346715
-1.39958419170166 -2.74865031112065 -2.14372751413593 1.38671815497788 -0.450251402211961 -2.0976163123703 -1.29998845334987 -0.66309885547337 -4.67190331620758 -4.42841826884799
2.27952468238278 0.192052381717073 4.3564757332148 0.205820733093616 0.709520325823263 0.0909961501323393 2.39996217923385 -0.193282336641195 0.931618972940069 -0.789926443369937
0.720734172895694 -0.0904885422143231 -4.19145852264269 1.10887378808732 -0.102282153670543 -4.72864692118178 -1.15587826668348 -1.0777270446338 1.12324008655984 -0.0233796670479662
1.3355774512887 0.337128925208886 1.97021778721453 -0.710869093509115 0.633649254150643 7.17353330518189 2.95890817820749 4.01615111496823 0.734202898306945 2.81727803627751
