x1 x2 x3 x4 x5
6.32285560170595 11.4584233227835 4.91808128005142 5.0234873256154 0.635259604614394
-10.3729576053016 -15.2035339497084 -10.7064801983526 5.19609927490794 -11.6560058271454
11.1115429521899 6.96972230697487 4.07109362279997 -2.532560570305 5.09479522039269
4.68908773374963 8.54595856250263 9.1501228400151 -21.0380612791446 -4.6479389697389
4.94324053052193 -8.53074870886449 3.8505392615399 11.5144971332912 10.332981999755
8.14915911704455 -25.290580469616 7.88161641982272 -3.45371553568918 -6.75545211235625
-3.71316360472278 -8.09264769468968 -8.42024191588903 -4.33234431963364 6.16790895192054
-7.00406975402088 8.92081858970622 -10.557788213764 -3.07008133985085 -5.37896798964408
7.65619797583407 9.91574747861675 9.52783109217296 3.3977869760719 13.0555982059207
-7.99631183576444 10.1662960228719 -6.98292056495385 8.28468784451072 3.12438424985153
-5.14678300112943 0.716831471594929 -4.96152392519712 -0.326668654489114 -5.9012190902292
-5.49159906697535 -3.34000505552971 -12.0295980163646 -0.412946460015896 1.41406135346252
11.0530685994447 2.34220982382763 6.59704477340753 13.2055760060915 8.01018463658928
6.46150936232942 3.14533490302409 8.37038741148806 5.78990111542452 -5.15366588165397
5.6444847251485 1.07683006707051 6.73915745759731 -4.93479887872553 -4.08745691149552
-9.40836134677008 -7.05656469627218 -4.03915771761753 -0.770870203823396 -7.25286798714122
7.77058491999152 -18.7870521406204 7.58802190817431 -8.45295317731799 -8.78464715836104
9.03245284788195 11.5558281960469 6.48286356801828 -5.36176558318656 -1.98074616711049
-8.11323995146003 -6.31470595095573 -12.1072955753165 -15.0689899606987 -1.17365370427772
9.10926903688545 -4.35620489661442 2.21948564670652 0.450738509307721 -0.258633159488666
5.96219541292754 -5.74206840563584 10.1966237379687 -1.33233629286851 -4.54923172784789
4.62615996543877 -0.0394671855077747 6.3736356210816 8.97006924016151 -1.66376925766796
-10.2533514907763 -11.9292457199955 -5.38104900670926 -2.77577239068119 3.24154673139603
7.12806514120568 -3.15118117716487 6.76609340965056 -4.82572532034832 5.03198780230219
-2.68712782810231 -0.802476741914916 -6.11992562022429 -1.60566149215293 2.70779307398514
10.1565870444045 -11.079501699584 3.72949594483479 -8.6802933733782 -3.68690663748215
7.81295245554164 3.18450681174964 6.77202315402562 5.70799715908132 -9.03352714236074
3.46113411598988 23.0928673492503 9.01719040451021 -1.13991325400855 18.1508074119224
-8.35321585998855 10.7967668825765 -7.78838201384055 -1.34061621796189 8.12459578516993
4.68180258613124 -11.652856149671 12.5883058481573 -10.7061233183927 -3.12093520968906
-2.93492021649179 -5.74263322106287 -9.34608262126572 -1.8086650263626 -5.20424351697961
3.7141728406374 -13.2853704076154 4.08449668390242 -3.56911450954411 2.35545651092015
-4.94052858330013 4.52423237325884 -7.37129994068287 -6.02482086694577 -0.161047462048952
6.68271074778552 2.77309071930846 6.58916780140408 -1.08639227540916 10.0703036704281
4.02755844372727 9.53234400826523 6.44176222690189 -3.70710510111029 4.28115574435838
7.99305881233575 14.2304106906964 3.47088873172751 -16.2930904990396 10.2687694206678
