x1 x2
-8.97969049768895 -6.35700929284571
-6.47827409189382 -3.22269597310054
8.49582110785094 -0.278654245699757
9.69616174045048 3.80783905264791
-11.2657947613028 -9.43026766273679
11.6326847950272 -0.440045757448727
-11.7740249054682 -6.04718680714977
7.90265631613731 2.21686532556644
-13.2758020674928 -9.84463341655947
-8.11059187646145 -1.30676429340323
10.7722101286033 5.54022581472843
-6.72035115606976 -4.55801449762009
-7.95699996831144 -6.76237989490887
-6.09849535710945 -3.89303830808625
5.79500066337597 3.93289310882743
9.12025339292484 4.58276690680506
-6.25378811853803 -1.68587558448554
-8.21998849754297 -7.89144821653351
11.1044816244684 7.09556035852743
-5.87614532406963 -3.49924102778122
-10.9344840711404 -7.73510599068975
-9.27962255089006 -6.2101682527446
10.1412707518974 4.49750951958968
-8.59784150311832 -3.8629024715529
-8.70766815642329 -6.5214694235309
-8.79791456503471 -6.49052995887498
-8.62341729574816 -5.17964905211852
9.05862492496421 3.02409140981546
-7.51442899976599 -7.78484607301333
10.6611713210919 1.39459837237171
11.3343060830935 3.78579802606758
11.6352818130489 3.01467897889019
11.6249657030423 1.90547199351148
-7.2605239142275 -3.21374697868283
5.79701886378549 3.35459190561746
-7.00095471706217 -4.37464401878727
8.36444543444439 6.41916919582898
8.05217034039384 3.7323754590077
8.67313448023275 6.88379516923107
11.2416794037757 9.15335738186834
-8.91458813743601 -3.91555950295104
9.01262835532869 3.88981772147954
-9.47774691209033 -2.99251212814485
-6.21105325792569 -2.90084074555434
7.70237444254392 2.50562340363933
-8.22448749011357 -9.15466297975335
-7.48074703309763 -5.23002576260298
13.3750370394743 2.17159055944844
-10.941328952973 -6.86752728596082
8.72701440721599 6.01035858004133
8.96425644589676 7.4792498629389
6.55109671695546 8.70722910962463
8.7996071111381 -2.58355655930616
-7.20564359652999 -4.11083173069958
-10.3891328842669 -5.30729231244086
10.6083648611485 4.30729867327407
-9.29944002423657 -6.23415268124341
6.48764715232991 9.34762854696679
6.88603971796055 7.5312237760753
10.6238320155549 5.04334451571593
9.11223524358148 10.7396019881032
11.1597237074903 5.86323071920794
-8.69516761111908 -1.90135999177148
-8.57439001387405 -5.29341895911721
-8.92711711929434 -6.45271565574662
6.2514384737194 5.4473283561295
-8.92730624066831 -6.42961121633351
4.53499235535037 3.34877047224045
13.0859889412981 0.107214199317434
-8.68799326386031 -6.26251170219953
-7.19490904324707 -5.03418430181991
8.75009373341458 3.75890596650121
8.96326410931323 8.57700090477923
-11.422730571595 -6.9065289650614
8.20833341565034 -0.334251127435292
-9.17174728355176 -5.77115358298557
6.44877744626014 4.51312837278727
-8.22426350029567 -3.67488407560418
8.32529631135361 8.72163436269313
6.30840840989969 2.14315167507317
10.5967746499017 5.90026008854104
-8.31394962829394 -1.31997404664337
-9.9395282059663 -5.61162734965208
-8.13343432436412 -7.13852556251805
5.60046746743854 6.70756592561496
3.93929371144535 4.09806274612986
-6.02431771416154 -0.785299684258178
2.55275562434192 2.85889550721778
-6.25092553094662 -2.57595282443937
9.20352955713283 3.0954161001124
8.98276985663778 1.06741665907804
-6.27147961208473 -4.71535210146557
12.0063366335383 3.48983408605829
11.1226515414966 3.98973610830444
-6.93942254092901 -5.76022083310039
10.5174556427133 2.41812010151256
-7.19704817090295 -3.69778319878679
-10.2229152054108 -3.04496536591895
-6.08777845117533 -1.51939536462353
-7.91603761951555 -4.02018712598236
