x1 x2 x3 x4 x5 x6 x7 x8
12.2256056285147 -11.9780904068062 1.80497750981817 2.44638488435424 8.50857719238712 2.65786147033691 -0.559921981360403 3.66368035615904
-2.42338456025167 -3.38579755584159 -5.75557859818044 -0.524068992447677 1.93492788625576 -5.3862957292486 -4.04372734813752 5.06547512227077
-8.40143558094528 -9.56549283626205 -3.18682379690674 -5.20919667361414 11.7551263557718 2.27723626933023 -7.27207898462536 -0.488669112945796
6.72864783172113 -13.1284479602846 3.4593408328842 2.33093809921547 5.2216574448309 6.11817921464261 1.96494136905815 0.650698283781241
9.29252215448659 -20.7077386519673 6.18897791358052 2.18415346097389 3.64090023908533 -0.868481301469504 2.60877728681373 7.11464690696753
6.12777085236429 -15.6997091585613 0.281684105848441 3.87658105368587 1.15800294723945 -2.4386461332836 3.20212002855491 2.35791933263396
-4.13697659630839 -4.15237402474134 -7.14667725043953 -0.13213736783695 -2.54226807558238 1.56447287998684 -4.93484879218984 -7.09910583280399
4.49591525738272 -16.24280083634 2.46143456961438 2.14702199778285 -6.59813179743507 8.81174968637138 4.00200159626572 4.32968726413802
7.72589945712358 5.04116295652232 1.93974065786918 3.70834463467861 -3.56934070707397 13.0958843175144 7.31351912601317 2.46950521220711
4.27265408613221 4.21151573313723 5.90735338109733 5.80953385134037 -0.535374779012163 0.741565276469552 6.25404750312493 -3.47672307341102
5.82291523368776 7.79793391198823 0.186854128333433 4.76105755843621 -0.785825563124949 4.3271960956443 4.56382850198722 -2.16507525470481
5.16642837973212 -18.6707112288432 4.45612452937002 1.67206898634037 10.1122397901571 2.4719954642898 -2.8539787135154 -0.541514489590111
4.66722971252483 7.82018297716689 6.3233642508739 5.12203373758065 16.5556372047665 -7.43943439791402 2.80934400711158 1.1111556272698
4.91577000885357 7.06551752172229 2.82512490542466 3.1214762088568 0.179625074432276 -1.17070190624139 0.895567447624753 -2.59515869071224
4.9869286992778 -16.9106722083653 3.8297635107454 3.91576396423448 2.33635034107453 7.17071192429843 5.98292563859387 5.74744796862948
5.79136430048099 -16.5712072445114 0.668052816850736 0.484154391501464 0.0841064156701494 11.9789376856486 1.56313716769878 -1.94537842049537
-7.06909440173498 -2.64413609170487 -4.60580776105503 -4.52735385963533 -8.98505758669387 -1.14046090053426 -5.66373606315868 12.2431197158595
-6.68494630965063 -8.51161272377826 -2.40489553894105 -5.77233855046972 2.41222076336092 8.12020780632349 -9.35995374117838 0.218945055702541
6.41032804189836 5.45722607860724 10.3772183223624 1.36737157561785 0.797507036804219 -0.115733681819005 7.78905111138909 -2.82647421630878
-10.1682368637132 -6.73815099604131 -5.0876355484711 -4.995684044369 -0.235629393105589 11.6798804291922 -4.0898621308385 -8.58587950736587
10.9220137245106 -1.18230411207111 5.75261777477415 2.44954298929412 -2.83911633504643 2.64883869558198 6.57904246513431 -0.0195984370198325
6.0669270941338 1.31534518517948 8.21782818420993 4.93530396043657 -3.3267822721408 2.13168045156168 4.37167185389997 3.04390711172523
5.2031470927366 -14.9121655439872 2.1648356557704 1.61662925627151 9.80141819707883 3.50000495031073 1.1211595864384 4.75151670852672
3.78832023897343 5.18906624130102 5.93659373276925 3.19275871753286 16.3268821301587 0.607317874826853 2.8530608291625 7.06363672692295
7.03880812913437 -17.2789402351437 -0.114675912778127 2.99395233047261 6.00263155095017 11.4248515913385 2.07828444208835 3.89968949145825
8.8812478097649 2.48073777996345 2.01011046739432 3.27138642344458 12.1823565703942 0.949423912427182 3.88005352694934 3.58231493591087
-6.19464938269073 -4.47772443227856 -8.60477575739342 -4.62734120934897 -16.9106369335638 6.83238729582519 -1.35529691608895 4.07821184373637
10.7545554173423 4.31542216511352 -4.51678337213343 5.79436064851427 -7.26214786847742 -2.84598404459679 2.59860113396559 4.13875518964244
13.8270865399273 -18.9241316000461 5.92987903202885 4.23810453820285 3.23101578002555 -3.17974987979321 7.30224152348517 5.57746412867685
10.348711363421 -17.1560900019169 2.96673815650506 0.232199664075438 6.81479675999989 6.78557080867684 -3.77873452243164 1.75347309504795
-4.06691350023975 -10.0458402876281 -1.27324087645478 -3.20879821639396 2.84120833848502 -6.02580389677735 2.6659282073501 -1.79819656522506
6.05949265104739 -16.8010995744267 4.39931342052424 1.02486504343117 -5.0316859239933 1.31385056422695 2.15583571467425 -2.55990139599904
5.47804536186145 8.21399198680026 6.27262141613926 4.08190181812956 19.6806167773182 -0.457067933142982 1.99767594078806 -3.10735802569404
-4.53044771171912 -6.28998006458971 -3.96565475518661 -4.46323386322581 -5.57033006528524 -2.27083228905344 -9.08443776412775 7.53175256038475
6.11922972038523 3.03380421979995 6.00788971286213 2.36943709750866 0.534729711073692 3.20460419648105 0.281574644644407 4.91264885181596
-7.41207181188512 -9.75225499695112 -4.78625713015422 -8.96418005738181 8.97764713332 3.3542420651938 -6.12360148428406 -1.1331315644453
4.42507619257705 9.75123122153751 4.05062789820663 1.29854546700013 0.816116924676687 -3.58342005805988 3.76605706261551 2.70490668984449
1.49039333346849 -1.86923816280969 -10.8984960046396 -4.45042094752343 6.43325178531757 9.59406514775928 -3.47946722850614 2.04743019663913
6.24516428386206 1.89564324177996 1.05640125084819 3.7886480806064 -4.42418292773733 6.47981369135389 6.62768014109208 14.7382256776854
7.88253245197847 8.63995396025829 11.3695498230648 5.40904923675937 -1.15550955331928 0.556094443871145 1.70098991330122 5.86366810900784
3.16844512969909 -2.76908470129603 2.98575260117352 5.94562199996483 -2.29954154907657 8.72683825299025 4.7207533752042 -5.41274341984109
7.98963988157426 5.60726741098655 4.9125762714844 4.14156288835132 -1.34319207267167 2.79344708516199 2.5025438039638 5.54080966242615
-4.21163872423067 -4.59744330156641 1.30332819564181 -3.8007155753717 -1.6407928878803 5.1308229193171 -1.35582918372392 15.2134914200811
7.03240405040652 0.920242891333695 8.66723824041996 3.95649047166252 -6.74793490648913 -3.93800400172835 2.98685658573427 1.91025777108203
-7.09839139667322 -1.56227719522495 -8.15080118404953 -8.38590578283646 5.95581208523107 6.60184099337505 -0.00112003773184632 -7.19685317886691
