x1 x2 x3 x4 x5
2.87029852708822 1.22497790966336 1.14548942947838 3.83620409641121 0.499773701734795
-2.3312845581221 -1.85141467712155 1.15842963968036 -1.10543748765315 2.23041847198418
2.61592669047131 0.163431001625755 -2.87956293125422 5.57314867969433 -1.25754965046356
-4.38752252480288 -2.75700877132617 -1.40096461200525 -2.72593217180593 -0.475972266174659
-2.41092957838848 1.13247440107072 -1.11006701609473 -4.6160160990702 -1.97768364731615
3.09743099737067 0.863200929606042 2.65461967572833 2.04116242552694 1.22546360212407
-2.51079895988956 1.00719012484668 -1.41324292262903 -2.37084503884424 4.27581288479045
-3.95997190654236 -1.22886692159898 -0.771583571804903 -3.24847782687043 -1.55129306283933
3.46907166492796 -0.648249345375793 0.716975502004448 3.93983744767822 -0.323179468107608
2.19505761645434 -0.146692621757558 -0.0319556122306306 2.34181611007105 -0.047285366463636
-0.872136621782183 -2.09781870700698 -2.0141990960386 -5.13572019167816 4.3156088266368
-0.471019241502794 0.76816174061497 -0.736782393781746 4.78221317094572 1.32612256336076
-3.45702238634624 -2.60555953824791 0.675855030771344 -4.16723555727912 2.91813604513887
-1.97273540522723 -2.23200499442744 0.386547273877412 -1.96122573309679 3.23859397642434
2.96761009840223 2.33717659702553 -1.0158441601189 2.66986034922943 4.45808748717592
-2.78307958545154 0.541830879170502 -0.951198197434808 -2.72559520120182 0.80985614274194
-2.45210636187469 -4.31188793412708 -1.75864796676059 -4.37846682275639 -0.949465061319539
5.04822741351286 -0.38020968484895 -0.261864720801947 5.47651789704856 -2.38005781750515
2.04000675028459 1.72846148131382 -0.318840981892592 6.00705848438549 0.180864231707624
-3.73646601003599 -3.6856692694292 0.496445695679845 -3.23916528658572 -1.98522017976964
1.97877737785136 2.31102806139422 1.54694082164307 3.54175381949395 2.16055177117964
3.42338967885911 2.32477100620077 -0.19351906490479 3.13404609513616 2.2007505719343
-3.09477927438449 -0.680063553019392 -1.1387875496424 -4.07235825899205 -4.40546120760383
4.46989414827851 0.693289082102461 -0.753271654074305 1.71327279756254 -0.0919964492539472
-1.49238946545691 2.78831122139042 1.60182306947077 4.23766458918904 0.111910429301544
4.5825105559879 2.75429877512622 0.345468021629869 5.19751124620046 0.527122633235681
-1.18230181971627 -0.572932752458372 0.805384239133245 -3.44397701116746 -3.08757142772986
-5.74600705836241 -1.19452777387315 1.0944349319544 -4.44038610692194 -5.07799050630139
0.653639793114377 1.35124440204623 -0.444961912259882 6.95251565736854 -0.220444179671202
-0.111673968810486 -1.04743401786542 0.662084822670714 -3.43546927133449 -2.39057484564916
3.07502857611827 2.79353237076809 3.22320499027884 3.23663322481564 -0.0717934687748519
