x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15
-0.782514861884834 -2.33546219252702 10.0037167092519 6.09139643851804 6.27896892127719 -14.5028354122598 3.526498043499 0.179449070683635 3.54488652398021 -4.54113884429014 5.13905240844549 1.88232792531655 8.10786012136192 0.977526176519489 14.4280346089441
-0.552214326782423 12.3930190995892 -10.0613962834994 7.06338361528825 -6.23294202419019 -4.42691196504453 -10.9180766847214 12.1498103850811 0.724215853224452 0.437247901384151 -4.27548153868809 -4.65269410429012 -0.467017569103181 0.353404611393619 4.49688439032992
-8.59164247135184 8.91378871557119 5.29952472247947 0.293847682294708 -7.94217649636817 -7.28030958927847 5.18120933405027 14.9561955247249 1.09196399331026 6.53500486360122 2.74330525082803 4.21566016864432 6.99825158836301 2.44646481735009 0.360659442844422
-2.15291429439089 2.0107176669749 6.0280665850062 10.5714544008733 2.93132634865423 -4.21715363183004 1.84855480628772 12.0587826590371 1.15423678177352 6.11095340354916 3.27615308660882 3.98310713302293 10.432633042556 -15.2551560657507 2.98935352348106
-0.215054235278989 1.83011744939381 6.22409000471683 6.76020804493252 -4.83346996622986 6.58209065923374 7.37064936500412 3.44094522160448 3.1045924939473 3.59475058411623 2.65277230055924 6.44418900218405 0.676107690404388 0.0588934085149284 -4.26441241060554
0.0186157360101972 5.70530973386065 8.8892573655334 2.17976416074435 -2.68071287675914 7.56468784128566 5.27149405576836 4.41419284315081 -0.880810310701218 3.34937331954947 7.77985467624121 5.40567954974671 -0.0516613783843543 2.08535739557768 6.65065832569991
-1.23814895027307 8.24177384722528 9.13779608406312 3.83574608398185 -1.36257391248324 -3.65455269618789 -0.561955253136811 -3.44876140880648 3.65118474988191 7.0839407687819 -3.01588628371474 -3.99155734838398 -0.596157184442273 -14.157713783742 5.11943656064709
-1.41057005730467 8.35738494412313 10.5926336933795 1.53726402513395 1.98183688619813 -14.3605554613391 0.722136841527139 -3.83334936161511 -1.35806864851799 11.3850090445012 -0.778192374280094 6.52210342760173 -3.71529280665427 0.986890325620359 4.81778026241954
-6.22665101029287 2.6786850474025 4.84297407405938 0.854478507058908 -8.65342979933386 0.923947370499347 0.76335884763217 4.5118960445428 5.87185997146264 -4.14974276347523 14.7980950374612 7.49897210549571 4.13649450803836 -17.150679912501 12.1495085113773
-1.30342615243486 6.93632418856358 -7.74201183899414 -4.523230338039 3.11905256182314 -4.45021269264543 -3.82882337329157 10.9434885741919 -2.29219174001849 5.64951342161987 -1.62522122529674 -7.9743867377379 0.866926901233905 -2.59980478724481 6.60851221687291
