x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20
3.13450756687058 7.41631064456355 -0.649203590438648 -1.19841591350779 3.18484426787519 4.02432250627601 5.48909909790697 8.00928009867004 2.93230652690286 5.34443695180233 -1.83008477501723 1.93566426624806 0.687266193553484 3.60993646242831 4.80957584058891 -5.02841282584341 1.34128166626588 3.15790669046404 -0.147586626495265 1.86511240898898
2.59983242832757 0.541038763630612 5.79116946134661 4.26868664240745 5.9385975545128 3.99974313948844 1.81822342933316 5.21947562561864 -0.978824672191955 1.40047833528251 1.99720781014632 7.6107184793934 -1.34402059587908 -3.26884779022247 6.80427895435035 1.83119962353409 6.51866444618192 -3.23423562708133 -6.46991249077177 6.43962337152207
0.409270839857381 5.43774532760654 5.79222010443522 0.462664225614538 9.42998850387497 -4.72216825753252 1.6310973977323 0.939309921481419 -1.84796850958941 5.96921078651105 -4.6046907206227 -0.730700035275098 0.00475766611224132 -0.586842896638641 0.0452941173869821 -0.661829186269996 -1.88696159532839 -2.27633851421564 -2.58881517067884 1.58702894872067
-1.9512349617611 1.36383221643303 3.17398916473148 0.571692268877098 2.26556818824805 0.67184302808861 3.85088142395538 4.94726617977112 -1.00940207146971 1.57704866340475 -2.87481925652344 -0.640338938829907 2.84342911647876 -5.37883929062636 6.18467832608802 -3.48305392164048 -1.83729592943036 -0.753747167167409 -2.20555523026917 -1.1336586418813
-5.10859903902009 5.81834406551472 0.705970399607519 2.38600318492256 5.02079528201567 -2.12921734343163 -1.76407803301883 2.0758910257674 1.35024387205541 5.62611076405641 -3.97851899706429 -2.42828541454578 4.13781054115584 -2.49097050428909 2.96724027138954 1.21920017455608 -2.91517137793539 3.5400079778144 -2.52601388178186 -1.93373675000188
0.743105442548592 5.99014442525476 -3.86360367503692 -1.08083069071548 2.95539618060111 -1.26423392924959 1.41922759953382 8.20041575258669 5.0977581721493 1.08858610532294 1.0634463903607 -1.88646351870147 2.88419762206322 -2.04395786931054 5.77767964159998 1.72724948233583 4.05275408968118 2.11917750204523 -7.25164466479961 2.51438396674911
0.960496989712097 7.82837032019979 2.40006825356971 0.649668945719816 7.98865024098228 1.17663229842166 1.19633006532596 4.23716287678984 3.03391476073277 2.56786217470606 -2.84095721444782 3.9213386812814 1.68074455689375 1.00635722349905 5.10072925108819 1.0931749819601 3.20537192170402 1.84492495746715 0.599968912202941 0.275040666627966
-4.50015270594295 -0.124524413007113 5.27000145786804 -1.30703184507818 7.54287620632223 2.06370898232685 2.92769672346096 1.81746869179759 3.97955669509992 -1.51897691090942 3.88165140683684 2.7874168847242 4.78891286298251 1.44594843282813 4.87885529529961 1.92856142858352 6.14557107267736 -1.89210689346087 -5.382570738206 0.940048692746105
3.19322430619767 5.10007958850795 -0.650502929095001 5.50200394780384 10.9144513629847 4.96749196993864 0.610027588147976 1.40855082993689 1.00531215843354 1.96276555178985 0.727880338428155 1.63760390967568 -2.17164691589223 6.44670532115043 1.7560321504947 0.552219964008802 1.02867968774968 -6.12516439364086 -1.07327753434853 -4.33869071356786
4.14369878162558 -1.44102571651029 2.98560967566843 -1.56781719139774 5.74099133443992 3.92806084933588 1.5018114434728 5.34032488866037 0.421569518696447 -0.186810625934784 -2.963188821699 3.88065654521163 1.2646261839111 -1.34321865468437 2.17072801211643 2.14598455969539 -8.30324819983117 3.95258516800236 -1.54410592028894 3.67902970889369
2.99874932469254 6.51342449923498 7.78536750222565 -3.03304520381721 -3.18376356756057 0.680727173170335 0.613872805573659 0.778244336188399 -1.40418548317791 -1.47762045949925 4.00309778419114 -2.21314154953546 -0.801108358802567 -5.87761420094768 6.11004970291794 -1.13885597041164 4.62278148963636 4.86551865360292 1.32272779335495 1.83695476280502
