x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13
1.85824876583738 -7.67464146714035 -2.54878456231971 0.755680843643983 5.06707735714325 2.71890966291892 -2.76733017099597 -0.540932649996888 1.45370543585127 -1.26925003948222 2.67563600760808 -1.12827527672276 3.86785303588178
-0.231657786144541 0.684007092619738 6.22290093357882 4.06398015048447 2.05287603055697 0.386175148359697 -0.973922083013504 3.05237572850635 7.17394946088641 4.19582476214555 -1.33361950610253 5.31521638430747 -0.997312418985019
3.06580179135066 -8.50546948618775 2.33169519111261 -1.17756370579697 2.68777676338388 -2.33393915227046 6.22154885519592 4.28365826642703 -1.46992527211433 1.37679683111756 -3.03039461358637 1.72697303395658 -3.71978747554062
-1.42343259787607 -8.17619960831369 0.343753891173896 0.395189070437258 3.41370914723784 0.333709729287649 -6.22983206005408 6.54507073290479 4.22839597363062 0.342078848525412 0.297186224446897 3.19850970988843 3.97405074155791
0.835017006708594 -6.63430580953422 1.83284934598442 0.830224815568125 3.87069764571132 0.48341177798939 -2.05733472420858 -2.32182712400376 3.96761531867411 0.405051429891985 4.63127729962263 -1.78918912854456 -6.77553206611964
-1.50054992304138 -5.37063061596288 2.86225437634153 -0.0327572727584483 4.41089758014333 1.31361947728164 -2.69313449876535 0.371586396100951 -1.2864758542428 -0.759828984046681 -1.30081380819981 -4.74563820806516 0.584190215690994
-2.475492519689 -2.13111780643812 3.09059155591262 0.554117784825282 3.70505376023957 3.04862612305041 5.34684763185027 5.50714161541417 2.08998749140852 0.302283741458792 -2.26302456653542 1.43936860724655 6.95667279250055
-2.32441965604748 -9.44724819635768 -1.37744019734065 0.484390287831733 -3.43526021699006 -2.61050721631806 -2.01701193558333 3.61022434884624 5.43924495434845 -0.636178693257077 0.367339064312147 -1.66050557799227 3.63540737354378
1.34408511444665 -1.19858276132931 0.76933426822526 3.55128378613761 4.10093256194916 1.75209599326061 -1.86889416822128 2.49771889059172 5.3915650757838 -3.03507323778193 2.60337676277365 -1.46712929355888 0.599046951615622
-0.396805309559911 0.171957431369804 0.78708066413366 1.27588290583847 8.09523485569599 2.73727795865822 -2.31607985140405 2.64512529362558 7.19796717330106 2.24124022879841 3.71477630489951 1.63811971052543 2.0236386679138
-0.0607196451682708 -0.13220544526462 -4.50113671602066 -0.416678755278481 -1.68234780613257 2.11641189730821 -3.72148008870588 -4.83098274926049 0.0203788757902497 -1.44066703951324 -2.93309942456877 0.849130962313585 -0.0862600117056886
4.20379435545326 2.33222166259968 3.14617533269143 2.41311859882585 -1.25351986237656 6.4650165048483 3.27944027646553 3.25484678712674 2.88973355300831 -1.04926557566353 -3.42719901994395 -0.912519965192572 2.35881861575076
1.08146473364035 -9.48651151344731 0.64948938763123 1.43720782989479 -0.616358332585499 0.893070233305997 1.60395794016404 2.93569980230466 2.06817285370883 1.05065973942273 4.03319468018616 2.74611173099356 0.4064092524788
-4.07626947897004 1.38449838924436 0.313026972628503 1.36321861424718 1.74793335318427 -0.23716036319969 1.8867087587179 3.42026250077276 2.14844607764185 1.75711451017964 -1.71557673618903 -3.99373041466803 -0.32796805586537
-0.27298331591555 3.67657289945894 -1.9901670900103 -3.25908800812663 -0.296164546970102 -4.00117321455051 0.26109690062865 -4.120758701057 3.77355941303304 -3.39091243640244 1.00647114419382 1.77574376669708 -1.88193093650517
3.52844862276757 -2.87531767417636 -4.60521943913275 -2.20622177958111 -0.863575774440298 -3.6659617985249 -2.0709549358264 -4.69734951176882 2.08402926270178 -0.923000293160287 -2.7447631053501 -1.96439347595642 1.83644277167028
0.0759833024578521 0.268729339828371 -1.81598415248252 -2.43460893908495 1.07530937630979 -5.23289265157427 -2.0972193452985 -1.95668902553608 1.27804108013108 0.0418121132542995 0.157059993036619 -3.38383833805458 -4.22243911044617
-1.50177310893728 -7.67477113004477 1.06541339263039 1.66046676106944 6.82990010562373 -2.80538569152096 5.83973985599719 0.172785657427881 3.43681535158907 -0.85612753935692 -1.35665772365309 1.87369009593657 5.24531501016883
-2.03364118871882 -1.69143267550464 0.711252210104245 5.09226598821423 1.86318914155604 2.53377189818943 1.74934391176953 -3.70120393366688 4.09181477651737 2.62464832995836 1.07950238988711 5.40673534703251 4.68216498029707
3.33806420608013 -0.497432689782424 1.52718701969787 4.76988150835277 -1.13353695265157 0.883759030059502 2.90201364583408 -2.80612451807225 -3.57196043244968 1.75980111047322 2.30560891429126 -3.10912689811904 -0.873681699338305
0.373650244231173 -6.88810539605504 -1.13605149449478 -5.39890343108178 0.598316788837224 -3.27129106011772 -3.90122644473229 -1.08344818152742 3.92345787320991 1.629409804937 -0.283247464539071 -3.25884929364737 -4.59947783008516
-3.99364013853031 -9.04977429808673 -0.0535413856780033 6.96572411062935 1.25672108642131 0.446460918720492 3.68462581559965 -1.5854149039096 -1.76457470045323 -2.44384987391519 0.414498921768736 -5.35169227444535 0.745320123936571
0.540503958050584 2.11449620940964 -3.35971057929663 -0.600287887318754 -1.56479942599062 -5.30424158313792 -2.17038620412213 -0.49474186636756 -1.52634332990277 0.0956715986233908 -1.00401044203626 -0.500998546021575 -2.86915642444205
-2.35698196250609 -7.99089835337933 2.62054576051159 1.51093386315425 4.19795373761026 -0.124259190066554 -4.64867880169995 -0.54021736467359 6.00237393901122 -1.31663913814993 -0.208674026728245 -3.54412401010425 -2.74153262934088
-0.461393104374522 -1.07824609989426 -1.93419149869004 -0.535019111804144 -2.38219309407669 -4.21560980652853 -2.78054658142852 -4.17645384353084 3.86688267270923 -2.82210236144596 0.29221082967876 -2.83262702923937 -3.96552034728969
-2.44508074206211 -6.23407103399451 0.439874788189568 2.09214938926175 -1.70920237732999 1.47478196505819 -0.363416966369962 0.485653072726902 0.897824430169789 -1.22317550440225 3.85031056571196 -0.288425757861522 1.82564382908327
1.27360793869648 -1.70162790324522 -1.67901385171749 1.47983361095149 2.16870953143496 4.48276999569379 6.08103826830972 0.275725918982683 2.6825445837631 -1.92568972221769 1.04249180814995 4.554134097287 -0.754882377475018
