x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11
-1.49709773923381 1.04356968125728 -5.63873834888055 -5.58262415791162 -4.09008842678668 -1.20395309626207 2.42348264188126 -5.64299378047075 -2.16562111168552 -0.0574279224837931 -2.98296994628169
-3.97574829549136 -0.86649980753069 0.0261777864576889 -2.97258519961129 -3.95093766936463 -3.6808015837951 -0.22939477356512 2.72372968222837 -4.41325190612399 0.194065448304545 -0.205528735826333
-2.80900798623264 -2.3256310857433 1.14580348807739 -2.81112228999445 -5.01568462815036 -0.656847047277567 1.29354074703959 2.44296746683478 1.34216012903819 -2.6123351167281 -2.85404239431248
-0.687065169403156 0.445862693506837 5.60460737203943 0.956774585305733 -2.57023341048641 3.51453607032307 -0.310872487749326 -1.02718250055381 2.78381220358424 1.36645801941163 0.544384651647461
0.545250610015523 -0.384248711529162 1.64475945991931 2.3593236177118 -0.318630495762459 1.65146404768845 -1.6686769203915 0.531778705453609 1.36990218126574 -2.93340542063146 1.46379399743307
0.839866512358278 -0.472508324277848 1.05347396191991 0.452264546623967 5.24569525636783 2.36379318072767 -1.01055160544177 0.669923389278945 2.85363123373592 -1.00303084526906 2.05843994797173
-0.377378148740876 1.76540469233119 0.392998952062543 -8.17166526402255 -1.99025051170705 -0.20347077428865 -2.20794333401902 -1.60799586059755 -3.89816391406809 0.265902864930205 3.86071461309521
2.69479399568434 -2.6210959272818 4.98384586616165 3.14720275555725 2.03114412430976 2.50562834780122 4.06714527707239 -4.9305999724801 2.35859395892774 1.27847457231788 1.94948115269864
1.04866120067282 0.108897943595987 1.36618380807873 5.73073783415466 -0.464201316626468 -3.44488790647468 -1.21521784088541 -0.160428796568399 0.0746086622015287 -0.450701023056702 0.103570413130908
3.68587315006073 3.96734440794432 0.0933777392570447 -1.96632594441911 1.80385558968343 1.17670063048255 2.11865312530011 -0.239828640407729 0.657768523941018 0.402611122320563 1.56415103185625
-3.3621370731979 -1.01311632091061 -2.53134428495969 -2.89832661244776 -1.41344836153164 -0.219233532405578 0.747994120574361 -1.58290174961668 -0.715492374425942 0.540127806010601 1.41984988404513
-5.89891810036029 -0.974013271346895 3.15803483209247 3.01032645577193 -1.60057017094542 -3.86968735223285 -3.91325992109921 0.142819455127945 -1.93773714254002 -3.64914698511043 -3.56356800791941
0.58063157646691 0.0443559569669847 -1.4284913296329 -3.16691908294933 -0.57814652115455 -1.80282642358631 -0.351958211428648 0.725495135212398 -7.14283684112829 -0.143798306609206 4.01461332066285
2.40007192517142 -2.01460844166981 -0.391367361689192 7.3352748423216 -0.422263518844601 0.0146697041386993 0.959310511598327 -0.77418574487593 1.32458285235876 -4.31134668522761 1.27874221421876
3.93435458874848 -3.30739360156185 -2.85248729644878 0.620184093473219 7.0035082921558 -2.1630077805486 -1.76613938564079 -3.86062970977666 -1.86572431325764 4.83297099062632 -4.06166414048666
-2.7771016831362 -2.5186759125419 -2.76512650324912 0.101954307718326 -0.543233749619851 -2.03884852172791 -2.70908450618803 -1.34804282648357 -2.90288580174387 0.924210954354843 -3.41677695928362
-3.20790752266398 -2.40891664000405 0.453184162598158 -1.21341945412648 -6.24023018401151 -2.97033059959895 -5.29220638370182 -6.00955737158716 -2.63082869018654 -2.8011170883905 -2.6259285233358
0.72785132628277 -1.2038826220919 2.50282795036072 4.63635442751348 -1.43240856128196 0.268776161913709 0.213490209277894 1.80366278339046 -0.169527254812528 5.71573143620929 1.26401442373499
3.0136332164093 -1.96369723453656 8.76571013168562 1.06374408209531 0.0586608387841998 -0.685571206755743 -0.150907192188091 0.672789738541319 2.87765014563065 2.48971570105148 0.900764423555864
3.58863963305266 -0.199852770926511 0.539680578133286 -2.76473781018538 -1.08131658550755 -4.03064846956209 -0.306345186386778 -4.51197924655996 -3.51754794870481 -1.72537232036686 1.82086548238587
-1.04868935596392 2.13979916660264 2.67985431280861 3.03822104983689 -1.34178455870093 1.90913227555927 0.387341932494851 3.35173866966654 6.20398684632128 0.309885560796473 0.639411962512794
2.75351021596621 -2.2418175688879 1.72207956273367 6.40412128172561 -0.952906291224194 -2.50963320089837 -2.49839063052284 0.327674426953581 3.08401717260721 -3.0999274011536 1.33487876521904
3.54183204328919 0.0441089504727185 4.64988796977365 8.42466117849977 0.149316943830132 -0.000883577261755697 -2.05920147911495 0.0232114065278626 2.06118652160538 1.1093531114311 -0.917723226411164
0.613038323633212 3.79628899812875 1.65370140673624 2.67746302798998 1.29019288059208 0.432821813340104 -3.85906078399225 -1.20884552211536 0.339685510450403 2.59163914757806 2.36689023465404
0.0353140682766964 0.0173338851114744 1.92550435556901 1.61880134356358 -3.30931422703748 3.36363722769506 -0.829486721006058 1.53200477160929 1.62246010226171 0.16545549632614 0.404092684534352
-3.4812930089953 0.149353210950159 -2.89344540288927 -0.509845917088316 -1.39840695460115 -1.70230845947783 -2.07958030785811 -2.17272282068109 -3.3559729521154 -0.303601307110662 0.397845101242449
-4.9279327076105 -2.36749125185338 -1.19076811970632 1.01399521324093 -0.346209288118787 3.37874608142108 -2.04133178658811 -0.0660992882878766 -1.24975972733499 3.4849365386611 0.317457595998782
1.95798368318521 3.32852843457171 2.4513594030286 3.09104898121009 -2.78819162150445 2.09609821368941 -2.50893053016518 0.9380464361132 -2.73638734511508 -3.7887053447952 2.6457469205137
-2.16795665514464 -1.15551883835323 2.29691877428804 -1.74664898709907 1.80647203259533 -2.38988231807877 1.49852242309636 4.72323752588242 -2.72842738651496 -1.02613079162555 1.35994610192114
-4.18121295115339 -1.02216827722678 -5.01028278302578 -3.66461636267611 -1.57656964248508 -2.0191839882269 -2.58304382542625 -2.47642905309153 -0.542467802905087 -0.601947975498232 -2.71025551828765
-2.0140025316755 -2.1902731002832 -1.28238626360502 0.920272565580578 1.33794842979875 -2.83506935384452 3.65467063090324 -10.4910918470701 -0.55230314834466 2.78199152928619 1.22664683710478
0.228502986714264 -0.145947723178572 0.01717559582077 -4.30148701075406 0.666922067863952 -2.74677236195909 -1.39658754181478 -0.583659939866207 -0.379430836523817 1.62582681765081 -2.78686577974712
2.46090216932116 0.629011481644465 2.46410961671779 5.95023738526064 -0.347956635571405 2.15744147591401 2.93476759130049 0.358254439405629 -0.524852843800161 -2.05358974307541 0.186514700204842
0.695562937784843 0.768583580364899 3.46208344189648 5.57281497230914 2.83777154173796 1.533151000466 0.575003165819292 2.56424697468652 -2.53499299494577 2.46556619199694 2.11129873140499
1.15631658530338 -1.3062858776308 -5.45190208334047 -6.21712110420661 0.742351874204617 0.138874497466598 1.02155347553571 -1.89338430324969 -3.90909420096664 1.11285639963652 2.53917041907636
