x1 x2 x3 x4 x5 x6
3.52911529627991 1.44878082321218 7.50485778529883 -0.123290127421304 1.44793746012954 -3.41835941546389
-2.12296676936024 -3.05620886600628 -5.5007478846053 -0.769700326881539 2.28765312204125 5.72767594675614
5.28283819633551 0.672411661648216 5.94989772826451 1.38018209096877 2.09679489678445 2.09410168576697
1.14456497780711 -1.37229993864771 -3.29125770520148 -3.63553513082604 1.05079201384625 3.38374194310489
-2.05310655726578 0.1468941702857 -4.14600764824004 -2.07083751019908 -4.2633447991984 -5.90895363198889
-0.69799319177999 -3.36857703000065 -3.77374359909174 -5.89269446214493 -2.69039071211764 -6.33503959689334
0.669475354546714 0.468365428313685 4.23901009203279 2.76419308577512 2.35666990423261 0.068628089579649
-1.69888198498193 -1.61008617798794 1.95916242772106 -4.0295308897658 -2.54241324582694 0.972187399389874
1.06804276122142 1.91503735756032 4.53685809365253 4.98750903403951 0.637108886991844 -1.29084638422985
4.8366137832458 3.49450351171851 3.51221145205679 3.06171561002162 1.14664815145159 -3.8850030956451
0.407036153603853 1.22432618435819 4.9770222357342 3.26014313252787 2.91024893973287 9.64523476570298
-0.597367797026327 -1.92136486376276 -2.02307988927801 -5.32818996034945 -4.10652981684701 9.2013477407983
-1.02471389198695 -2.20019063824432 -3.282144857726 -3.02111683433294 -0.876109275248728 -1.49192673201202
2.27446649653882 3.93248241408358 4.99584056493038 -0.874606382272611 7.037288369092 7.52619316385967
-1.92547869526501 -2.01588722972541 -2.72979637486413 0.645142583906718 0.250428808865097 3.59520806212699
1.30267455218817 0.200160874908107 4.80971844720449 5.10962337568371 0.843051789206145 0.761603821652288
0.903811053975652 2.26156071809664 4.27062116766551 -1.57986690763749 1.3184788255565 -1.91126014435856
-2.93208827640184 -2.6015349251139 0.2514667792354 -1.87333296024938 2.29254956834184 -1.33140905711093
-2.46551959052254 -1.4145991877085 -9.26515247421254 -2.95396047267721 -2.32087104232884 3.2192582147157
5.24653137003439 1.06496029930184 3.53109428585695 5.79903274760105 1.70281527194305 4.46643165607381
-2.6589403494157 -1.67103073728329 -5.79231851780048 -1.72280208190477 -3.51848679134414 -8.78943180620535
-1.75820792078916 4.14374487886787 3.96702172562306 1.50478027659553 1.21827667971828 -2.35514294514203
-1.51531767384103 -1.6586918569933 -5.02005976779326 -2.67243353583874 1.92042293800971 9.23892623712993
2.81962356472535 4.84860923121234 4.28728857245733 5.02092834117488 0.447770919674473 -2.09174460229935
-1.47852631864581 0.955703158403979 -3.822854486547 -4.03006608430174 -0.200432262065251 -5.59346867769432
2.11755264111286 1.734630149745 5.71836067447462 0.481202864383553 0.772505818563672 -1.88024971029581
-0.161907222703878 -0.904094235962632 -1.67946401214829 -2.57095838216158 -2.66589869674031 -7.44593482150209
0.906384993929863 1.21078532903431 4.89127555362787 5.52597875788387 1.39197939826576 -3.34599785542635
-0.350013697668309 3.42561181953774 2.11682681668797 1.6610723106827 4.17091966046237 -6.45972030403196
5.05478890477015 -0.208312485577996 5.4332973454464 1.4075284307335 3.06312355305038 -5.73096080518804
5.56920088572354 -1.03942323640283 5.95757527058207 4.58018679037261 0.940218018533714 15.1120557538594
3.63905369556322 4.18999818410959 3.13530276875579 4.39966575039965 5.22574830954177 3.06616180906257
1.96385971455425 5.93220199263797 3.56222975899461 3.6065104604552 -1.23483426822495 6.32627116497478
-4.57554178716226 -1.3533205124737 -3.37343016933758 -0.557896950402912 0.191004454305584 -1.0136652514438
-1.48353104550186 3.29158197969153 1.59981655623343 -0.707080444321869 0.358736841333544 4.0940144111232
3.4335954969685 1.75466983201197 4.33505749884593 4.37732186262325 2.35284444536499 2.40226029208232
3.56094646116571 2.02961463089001 3.25591883990525 0.0403822618938752 0.794774350621408 -5.33876792238465
-3.57963273838035 -1.89146779006884 -2.61642374418742 -1.58627421604976 1.07812087700691 -6.61618729864008
-3.35652941852302 -2.82436335753393 -1.22549104223323 -5.38482001700377 -3.5755606363217 -4.44972119006584
-0.289332552491918 -1.91405533624537 -1.08405979161216 -1.40670492450823 0.215034159235963 -3.01578595802132
4.39810905103249 3.08242565377926 3.318514762339 3.35283478231812 3.16799452177801 9.06592706570979
4.11734030308285 1.88590298231555 4.00927039645302 2.02454260981157 0.996458221421583 -0.604442975098957
0.233368779546697 -0.957152163663488 -1.36111601669294 -2.89658844766055 -1.81291439041663 -7.55826837616206
-1.71440007248504 -0.211530686722641 -2.66889706121804 -0.419660405106017 0.837180734743304 -12.3147382342677
-2.31022247902844 -1.07517404647092 -0.488259017729397 -1.27630271157724 -1.60298600636341 -1.02574906191491
-1.15864368999109 -1.52107677966142 -5.34908011182532 -3.71015329718269 -0.604607226331282 -7.99968833058241
-1.67473158320856 -4.17702589882884 -0.151033951084322 -5.3373489487523 -2.4702064289228 1.23998985776662
-1.73007167488955 -1.8475142370704 -4.54237592674271 -1.92558911578515 -1.66800729928824 2.32785727991702
-1.55930280730523 -2.35333009464914 -7.61131788087757 -2.61819962386326 -2.57797644177191 7.52294498106716
-3.08646433456976 0.334696893363608 -8.94931349163476 -5.48035101395331 -6.6289563465748 -0.5361019750331
5.02242439699006 2.73167424916191 2.23322635577157 9.56601418949569 -0.436049719930448 8.3901371396398
-1.5092767052724 -1.87967684941798 -2.39747846972067 -1.58470067837417 -2.28695679342618 2.62710016573871
2.69084807539917 -0.552342719349316 5.66015041565759 4.74577814197846 3.22994860898057 -2.52323788235926
-3.1530025609455 0.204327885797926 -4.82828819428137 -3.35427916629155 -4.71565619528557 -4.03979416095744
-4.76363800171569 0.263921627825962 -3.1261411705698 -3.17803628297237 -2.97907431210522 -0.908757645076351
1.06770888472478 1.97689380419317 3.31454090890774 2.59871629987404 1.44979223759385 -3.2013456156236
-3.11187805204828 -0.289497472630707 -6.99512760299738 -2.70691325001309 -2.02558705545295 -17.2417145026402
-1.41860396386956 1.84755948740763 -1.8965313120153 -2.75807007983113 -4.8985094573229 -2.6500598620443
0.595457190766049 0.771808049701433 3.7611493019037 2.62020307835451 1.85401958714839 4.4206072648111
4.27928350322548 0.847224695431137 5.02195353774118 6.85911985131265 -1.40863784007835 1.80235972828601
3.25932518626243 -0.427699937321847 3.67147285696197 6.85745429894112 1.21097730575637 -15.7625896684955
-4.46004328320449 -4.40200712000377 -6.27200385707506 -3.21586751294066 -1.18807769538526 -15.171119947053
-1.31658452316308 -1.17584768712533 6.34547551899896 4.5143522538498 4.70107848033118 10.5797041453387
0.752586728008071 -0.526007523329413 -6.32050506914224 -4.11252659802244 -6.71834213851903 -6.29709030993795
-5.07684563919105 -1.98782676309138 -6.69267099842141 -5.04253639655667 -2.54866278909815 -0.565674976256718
6.75508254240894 1.82208444123759 2.66615699317973 2.89098099545711 0.532454422405471 7.47066395901844
2.10123330608373 2.98773240503523 5.58284275077343 4.25843048147784 2.1953016711447 7.42154417745661
-0.466893027479243 1.59428380826993 -6.88339776819238 -4.44305132449919 -3.90835767157463 1.79208428528767
2.13414851674951 -0.0315675696450475 3.56476486841883 1.75906687881907 1.53860999379288 -4.67100117343369
0.72240374004537 4.53749156256141 5.30740201499461 4.16158154588099 3.24487378645794 -6.81554194786893
3.20712372393812 -1.02200644209139 4.07455364517885 3.9747899258526 3.51400923000382 -2.18231263965612
-2.11633028800563 -2.46271686417413 -7.6626528931858 -3.50446637802926 -7.34058621628433 -7.62454859113795
2.96251631301292 3.08897476688531 4.08248706127419 0.368382075663166 1.99744595336157 -3.92747806428333
-2.11285581773694 1.13135571512457 -1.78931377903896 -1.75960697536288 -1.18334726799305 -2.79437333956614
-3.00898666626122 -1.38240353458757 -1.22603610908376 -5.58814067089959 -3.91810066424557 -6.36249687994807
-1.07091949870692 -1.91267172922563 -4.40003206097853 -4.80595104600179 -1.64734108070565 -5.7500698437414
1.54839008715548 3.59726224949674 3.39463318687748 1.30541638620004 0.584440937892792 7.08364573305107
1.9374059493592 2.97769809198877 2.64363285458785 2.07162135158877 1.90661358613867 6.22447488692843
2.57321498231475 2.40741515193766 4.52111919885387 4.42286632643183 1.28731847627248 1.51001075461201
-4.07156409176871 -1.30248675370298 -3.15977828061131 -5.71791529590152 -5.97989723559957 -2.82664408717953
-4.58359657632681 0.313066633521273 -2.44967027990229 -4.50287624538931 -2.75971027742139 -5.30045544788571
-2.63816209214981 0.644457281287738 -7.51116001994906 -2.61870430576603 0.301113558955882 2.05029170961579
-3.76274442520891 2.0078426043822 -5.66665324661499 -2.33637662766474 -0.328590862648278 2.86029107762403
1.08833419309807 -0.0138192516640976 -6.25401804954382 -1.18148964194626 1.8634686979689 6.69675781661787
-3.53104134513266 -3.33138647536207 -3.2619719145558 -2.54365841725927 -1.20930074901799 1.9311336047379
3.03684762537789 2.17157256412892 3.79819661675102 3.57979861978452 -0.623326048298868 -2.38305188652365
-0.373610856453419 4.83834105031464 5.22061087773631 -1.63090680429384 2.04857632156409 -6.40172461095279
-1.70153645436127 -3.26460279575747 -6.05103046997404 -0.152063791218998 1.90669570124807 2.83979565959682
3.29140394770799 1.04490558386896 5.11306160906798 1.18359281611911 2.86598918428922 3.09300629781887
4.01371585468504 0.0167660170162913 4.78069809657333 3.75248905592729 -1.5396182947698 -10.1730207129176
6.20021788909895 2.2105387672659 1.80566790063825 3.3154555597223 3.50288001728855 6.79491272235818
1.85194442898122 2.68483714202779 3.37997260266517 6.46908648976285 1.16359912623595 2.80022619702126
-3.84887346104476 -3.68350314957554 -7.31164193058781 -2.171525358235 -3.48082523675927 -0.31985720599485
