x1 x2 x3
2.72075651830802 -4.50540746303907 7.48989069017384
-7.22927869269064 3.55845418735031 -11.5869581243466
7.11905875497074 1.33410863366286 9.65629713274065
-6.72573112732402 -5.19821431674081 -7.21786190706333
-0.845958426800229 1.71446757781796 -3.73680425234526
-4.93414641796081 1.77660227999098 -12.3670414232243
-7.65240928570896 2.79930352503057 -7.88926533170821
6.90674759029363 6.63164145416888 11.1113728891287
-4.02845269639113 -4.97184602679785 -12.7744720579025
-7.24665387339359 1.00250001337298 -6.88203276537022
5.04410103594192 -3.14200602898584 9.24151626188779
-7.851020775055 -3.60703351887517 -2.84047499764943
-3.34291391069392 4.47922692472118 -9.11732711549762
-4.6047637573247 -5.54406130995202 -7.08528753303554
1.61038764891915 0.166286405327057 9.28102827031907
-5.33044141123253 4.10951157575901 -3.69270139449197
-6.65356816389466 -0.843744249900559 -6.11516704719162
-6.36632942491684 -1.17177117538749 -9.64917386105013
5.73140886469533 0.85378219292182 9.07550487545808
2.16436973089033 1.71112498469948 8.80958284118624
-4.65670614838309 3.799636682916 -8.17199126960434
6.53208289060149 4.18628473069586 7.11859225878867
2.20992105621942 -0.947512436283351 7.10793146872826
2.42884883617469 4.22641109764831 6.21128110504047
-9.52752360070736 -0.19484615679248 -7.00830342672849
-3.55666673448812 0.641953770676858 -6.6354019484116
2.17526517114148 -1.06787230632699 7.39425516710048
-1.69522976945871 -3.37106807557981 -8.43893729296357
2.40692634907658 -3.08373257741693 9.12157440330845
3.50404391255807 -5.1317591681751 10.7474985338422
8.99813273486047 -1.4801534245605 9.44657080279959
3.01806135397393 -4.61111883000498 8.30415450173992
7.48811628395827 3.41369479015844 10.3020741376184
-6.62611944337584 3.24927222088196 -11.885569039901
6.34213578428335 4.96442966139001 7.01538186525137
0.599919852418924 -0.969657461502375 7.53698728562459
-4.45354585305379 -5.54557376649872 -10.6297616409961
6.90824171201504 3.09224103687966 9.88422576830192
-2.80487004732607 -3.95050489834546 -9.75798295637026
4.32682505421685 -1.66556154509654 4.79864380016181
7.25491595358288 1.68194093263054 9.25957572935437
4.56166954562276 -3.31214240341876 9.33927143532334
3.09880031156957 -1.79514034685869 5.21036244565968
-4.45313824932497 2.96278685947446 -8.01649961451057
6.6790083053139 3.99993352662043 7.98747863921116
-7.31412155457389 4.65768786073147 -6.15893488558925
5.43297162749177 0.858495188618484 11.5897224564589
3.97765124424492 5.0861288297223 8.15698197960645
-3.65369049214194 5.51223879472508 -4.75477498601099
1.18646893590951 -0.423116397647262 7.62843790066
-3.21820843930326 0.573484685559283 -7.44917916778178
5.24167737979442 -1.4611768387116 10.7479886636741
4.60793635048448 -0.633170563120616 8.82908158842466
-2.40828181392132 -7.10937161877918 -5.63748922012214
-0.431245626543909 1.68312122533564 -11.6797093921072
-7.88088967563827 -1.46492993797637 -3.34265732704566
11.5603890573126 -0.83623695535737 9.91117489081706
-4.7628157210168 2.88913510488933 -4.90691032696
-6.22621982040112 0.286235431193382 -10.3830701788339
0.097972771374315 -1.02826319506754 6.26623077582513
-0.789728867604413 0.116760052851748 -9.56823544430976
-7.44950418132276 -0.797039083308691 -8.90976331559218
6.01550089832688 -0.182055760389427 9.83528272374379
10.6637238152413 0.628768953149569 7.5290642599173
2.1965548710452 0.355420538892467 8.90086734505767
8.04900846009293 0.658706493501561 8.57799741281997
-2.87377825633059 -1.45139762562137 -13.5566782449015
3.7981240242193 -1.54759576076812 9.35878078185081
-8.41877767492994 -1.09828046584585 -9.3202414241364
4.77226046596414 -6.08258941781934 10.0947879611368
-3.80568590516587 -2.75071864339467 -13.6650931454581
-2.91375446799055 -7.73884750843987 -13.1599145141012
-7.34682938112779 0.49175021221071 -7.97236075421875
2.82137193523487 -3.58658500591069 7.74403355316647
4.49819886523773 4.8819386573478 9.08442234096811
7.4403797202506 0.511832092985461 5.65964423839702
-12.1719920305146 0.835170128282083 -12.2084146007458
10.3797825601819 -0.495809791803413 10.999278543061
5.53699469272267 3.58160954675696 5.56333811625087
-8.86512228840426 0.310473944792572 -4.31609027174951
-2.07546130104125 -3.87212758352082 -1.96078463168099
3.21180681920691 0.637144855051613 -10.2906170912122
8.6284807698326 -2.50945471480067 10.5699004856154
-4.21337770633774 0.812123326068918 -5.43628177677227
-5.01724426181713 -5.65041967186244 -7.57916887498761
6.12741640519588 0.212671781312974 9.49574153242238
-6.38628948296462 -5.01173565514595 -13.519354429284
3.90455858370678 -0.643737510256282 6.31211714656053
-5.41239014289732 3.31481446565827 -6.11366316958694
-7.1154049781889 -1.28442817115383 -6.67544106507461
9.68930383193384 0.603023264070914 9.59731779046925
-3.85413029061495 6.09881892412256 -8.10198688573362
1.42825998673212 3.85470605291158 9.31207386902217
-5.56714707972688 2.28371874768277 -12.7930188990235
5.00690604411284 4.32667362842811 9.22638413712052
-1.64925550353274 -5.77772808597304 -9.87806689391138
1.4768730098469 -1.99729214586423 8.33664762602802
1.82835823021841 -1.82116029752322 7.59576016922343
-8.82280254109619 2.25073262220084 -12.6996821514796
-4.82138278945138 4.68090793566146 -11.1942452045804
